scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-512,72,keygen,1212395,7579,1998,348192,346636,22348
s2,ML-KEM-512,72,encaps,1428879,8934,2462,348192,346636,22348
s2,ML-KEM-512,72,decaps,1719394,10747,3070,348192,346636,22348
s2,ML-KEM-512,73,keygen,1212837,7582,1981,348192,346636,22348
s2,ML-KEM-512,73,encaps,1424757,8908,2406,348192,346636,22348
s2,ML-KEM-512,73,decaps,1722708,10768,3043,348192,346636,22348
s2,ML-KEM-512,74,keygen,1210265,7566,1980,348192,346636,22348
s2,ML-KEM-512,74,encaps,1429808,8941,2409,348192,346636,22348
s2,ML-KEM-512,74,decaps,1723434,10773,2734,348192,346636,22348
s2,ML-KEM-512,75,keygen,1213229,7585,2001,348192,346636,22348
s2,ML-KEM-512,75,encaps,1426769,8922,2513,348192,346636,22348
s2,ML-KEM-512,75,decaps,1723406,10772,3112,348192,346636,22348
s2,ML-KEM-512,76,keygen,1211595,7574,1982,348192,346636,22348
s2,ML-KEM-512,76,encaps,1427590,8926,2503,348192,346636,22348
s2,ML-KEM-512,76,decaps,1719836,10750,3037,348192,346636,22348
s2,ML-KEM-512,77,keygen,1211333,7573,2010,348192,346636,22348
s2,ML-KEM-512,77,encaps,1426673,8921,2483,348192,346636,22348
s2,ML-KEM-512,77,decaps,1726496,10792,2727,348192,346636,22348
s2,ML-KEM-512,78,keygen,1212939,7583,2102,348192,346636,22348
s2,ML-KEM-512,78,encaps,1428533,8932,2536,348192,346636,22348
s2,ML-KEM-512,78,decaps,1718510,10742,3036,348192,346636,22348
s2,ML-KEM-512,79,keygen,1212369,7580,2085,348192,346636,22348
s2,ML-KEM-512,79,encaps,1426953,8922,2502,348192,346636,22348
s2,ML-KEM-512,79,decaps,1722384,10766,2945,348192,346636,22348
s2,ML-KEM-512,80,keygen,1213025,7583,2081,348192,346636,22348
s2,ML-KEM-512,80,encaps,1427769,8927,2487,348192,346636,22348
s2,ML-KEM-512,80,decaps,1722684,10768,2633,348192,346636,22348
s2,ML-KEM-512,81,keygen,1214325,7592,2124,348192,346636,22348
s2,ML-KEM-512,81,encaps,1427491,8926,2529,348192,346636,22348
s2,ML-KEM-512,81,decaps,1728516,10804,3109,348192,346636,22348
s2,ML-KEM-512,82,keygen,1209221,7559,1887,348192,346636,22348
s2,ML-KEM-512,82,encaps,1429683,8939,2536,348192,346636,22348
s2,ML-KEM-512,82,decaps,1725800,10787,3088,348192,346636,22348
s2,ML-KEM-512,83,keygen,1209701,7562,1924,348192,346636,22348
s2,ML-KEM-512,83,encaps,1429442,8938,2626,348192,346636,22348
s2,ML-KEM-512,83,decaps,1727296,10796,3180,348192,346636,22348
s2,ML-KEM-512,84,keygen,1210933,7570,2039,348192,346636,22348
s2,ML-KEM-512,84,encaps,1428073,8929,2416,348192,346636,22348
s2,ML-KEM-512,84,decaps,1720676,10755,2620,348192,346636,22348
s2,ML-KEM-512,85,keygen,1212127,7577,2081,348192,346636,22348
s2,ML-KEM-512,85,encaps,1425549,8913,2411,348192,346636,22348
s2,ML-KEM-512,85,decaps,1722228,10765,3016,348192,346636,22348
s2,ML-KEM-512,86,keygen,1212063,7577,2043,348192,346636,22348
s2,ML-KEM-512,86,encaps,1428785,8934,2385,348192,346636,22348
s2,ML-KEM-512,86,decaps,1719028,10745,3047,348192,346636,22348
s2,ML-KEM-512,87,keygen,1212781,7581,2007,348192,346636,22348
s2,ML-KEM-512,87,encaps,1427043,8923,2438,348192,346636,22348
s2,ML-KEM-512,87,decaps,1722502,10767,3066,348192,346636,22348
s2,ML-KEM-512,88,keygen,1212501,7580,1996,348192,346636,22348
s2,ML-KEM-512,88,encaps,1427873,8928,2427,348192,346636,22348
s2,ML-KEM-512,88,decaps,1718214,10740,3077,348192,346636,22348
s2,ML-KEM-512,89,keygen,1213189,7584,2015,348192,346636,22348
s2,ML-KEM-512,89,encaps,1427281,8924,2440,348192,346636,22348
s2,ML-KEM-512,89,decaps,1723204,10771,3067,348192,346636,22348
s2,ML-KEM-512,90,keygen,1213489,7586,1995,348192,346636,22348
s2,ML-KEM-512,90,encaps,1427256,8924,2502,348192,346636,22348
s2,ML-KEM-512,90,decaps,1719498,10748,3082,348192,346636,22348
s2,ML-KEM-512,91,keygen,1212525,7580,1963,348192,346636,22348
s2,ML-KEM-512,91,encaps,1424873,8910,2490,348192,346636,22348
s2,ML-KEM-512,91,decaps,1723880,10776,3078,348192,346636,22348
s2,ML-KEM-512,92,keygen,1209195,7559,1972,348192,346636,22348
s2,ML-KEM-512,92,encaps,1428815,8934,2488,348192,346636,22348
s2,ML-KEM-512,92,decaps,1722472,10766,2714,348192,346636,22348
s2,ML-KEM-512,93,keygen,1213509,7587,2083,348192,346636,22348
s2,ML-KEM-512,93,encaps,1425327,8912,2531,348192,346636,22348
s2,ML-KEM-512,93,decaps,1723186,10771,3027,348192,346636,22348
s2,ML-KEM-512,94,keygen,1212599,7581,2090,348192,346636,22348
s2,ML-KEM-512,94,encaps,1426921,8922,2499,348192,346636,22348
s2,ML-KEM-512,94,decaps,1719036,10745,3028,348192,346636,22348
s2,ML-KEM-512,95,keygen,1213621,7587,2077,348192,346636,22348
s2,ML-KEM-512,95,encaps,1425379,8912,2508,348192,346636,22348
s2,ML-KEM-512,95,decaps,1725314,10785,2897,348192,346636,22348
s2,ML-KEM-512,96,keygen,1210077,7565,2023,348192,346636,22348
s2,ML-KEM-512,96,encaps,1428798,8934,2734,348192,346636,22348
s2,ML-KEM-512,96,decaps,1721336,10759,2633,348192,346636,22348
s2,ML-KEM-512,97,keygen,1214853,7595,2111,348192,346636,22348
s2,ML-KEM-512,97,encaps,1427519,8926,2512,348192,346636,22348
s2,ML-KEM-512,97,decaps,1727308,10796,3128,348192,346636,22348
s2,ML-KEM-512,98,keygen,1207715,7550,1902,348192,346636,22348
s2,ML-KEM-512,98,encaps,1428895,8935,2547,348192,346636,22348
s2,ML-KEM-512,98,decaps,1725603,10786,3069,348192,346636,22348
s2,ML-KEM-512,99,keygen,1210767,7569,1950,348192,346636,22348
s2,ML-KEM-512,99,encaps,1430486,8944,2594,348192,346636,22348
s2,ML-KEM-512,99,decaps,1725888,10787,3207,348192,346636,22348
