scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-512,36,keygen,1206869,7545,1857,348192,346636,22348
s2,ML-KEM-512,36,encaps,1428512,8932,2448,348192,346636,22348
s2,ML-KEM-512,36,decaps,1724153,10777,3179,348192,346636,22348
s2,ML-KEM-512,37,keygen,1210553,7568,1839,348192,346636,22348
s2,ML-KEM-512,37,encaps,1430272,8943,2542,348192,346636,22348
s2,ML-KEM-512,37,decaps,1726378,10791,3325,348192,346636,22348
s2,ML-KEM-512,38,keygen,1213527,7587,1977,348192,346636,22348
s2,ML-KEM-512,38,encaps,1426799,8921,2389,348192,346636,22348
s2,ML-KEM-512,38,decaps,1721600,10761,2695,348192,346636,22348
s2,ML-KEM-512,39,keygen,1213233,7584,2067,348192,346636,22348
s2,ML-KEM-512,39,encaps,1426885,8922,2445,348192,346636,22348
s2,ML-KEM-512,39,decaps,1728038,10801,3103,348192,346636,22348
s2,ML-KEM-512,40,keygen,1211024,7570,1817,348192,346636,22348
s2,ML-KEM-512,40,encaps,1428806,8934,2504,348192,346636,22348
s2,ML-KEM-512,40,decaps,1723658,10774,3187,348192,346636,22348
s2,ML-KEM-512,41,keygen,1211281,7573,1820,348192,346636,22348
s2,ML-KEM-512,41,encaps,1430436,8944,2575,348192,346636,22348
s2,ML-KEM-512,41,decaps,1729072,10808,3289,348192,346636,22348
s2,ML-KEM-512,42,keygen,1212609,7580,1948,348192,346636,22348
s2,ML-KEM-512,42,encaps,1428379,8931,2460,348192,346636,22348
s2,ML-KEM-512,42,decaps,1721756,10762,2686,348192,346636,22348
s2,ML-KEM-512,43,keygen,1211949,7576,2032,348192,346636,22348
s2,ML-KEM-512,43,encaps,1426647,8921,2489,348192,346636,22348
s2,ML-KEM-512,43,decaps,1721272,10759,3079,348192,346636,22348
s2,ML-KEM-512,44,keygen,1212963,7583,2025,348192,346636,22348
s2,ML-KEM-512,44,encaps,1427237,8924,2552,348192,346636,22348
s2,ML-KEM-512,44,decaps,1719836,10750,3059,348192,346636,22348
s2,ML-KEM-512,45,keygen,1214573,7593,2107,348192,346636,22348
s2,ML-KEM-512,45,encaps,1424555,8907,2532,348192,346636,22348
s2,ML-KEM-512,45,decaps,1723566,10773,3041,348192,346636,22348
s2,ML-KEM-512,46,keygen,1209175,7559,2080,348192,346636,22348
s2,ML-KEM-512,46,encaps,1428767,8933,2494,348192,346636,22348
s2,ML-KEM-512,46,decaps,1722904,10769,2641,348192,346636,22348
s2,ML-KEM-512,47,keygen,1214077,7589,2108,348192,346636,22348
s2,ML-KEM-512,47,encaps,1425397,8913,2532,348192,346636,22348
s2,ML-KEM-512,47,decaps,1723452,10772,2982,348192,346636,22348
s2,ML-KEM-512,48,keygen,1212993,7583,2104,348192,346636,22348
s2,ML-KEM-512,48,encaps,1426835,8922,2486,348192,346636,22348
s2,ML-KEM-512,48,decaps,1719654,10749,3010,348192,346636,22348
s2,ML-KEM-512,49,keygen,1213775,7588,2072,348192,346636,22348
s2,ML-KEM-512,49,encaps,1424869,8909,2444,348192,346636,22348
s2,ML-KEM-512,49,decaps,1724132,10777,2934,348192,346636,22348
s2,ML-KEM-512,50,keygen,1209967,7565,2044,348192,346636,22348
s2,ML-KEM-512,50,encaps,1428883,8934,2393,348192,346636,22348
s2,ML-KEM-512,50,decaps,1722924,10769,2633,348192,346636,22348
s2,ML-KEM-512,51,keygen,1213451,7586,2065,348192,346636,22348
s2,ML-KEM-512,51,encaps,1424651,8908,2377,348192,346636,22348
s2,ML-KEM-512,51,decaps,1722110,10764,3062,348192,346636,22348
s2,ML-KEM-512,52,keygen,1211073,7571,1999,348192,346636,22348
s2,ML-KEM-512,52,encaps,1428311,8931,2437,348192,346636,22348
s2,ML-KEM-512,52,decaps,1718024,10738,3056,348192,346636,22348
s2,ML-KEM-512,53,keygen,1213923,7589,1981,348192,346636,22348
s2,ML-KEM-512,53,encaps,1424546,8907,2427,348192,346636,22348
s2,ML-KEM-512,53,decaps,1724204,10778,3055,348192,346636,22348
s2,ML-KEM-512,54,keygen,1210657,7569,1979,348192,346636,22348
s2,ML-KEM-512,54,encaps,1427425,8926,2413,348192,346636,22348
s2,ML-KEM-512,54,decaps,1722058,10764,2744,348192,346636,22348
s2,ML-KEM-512,55,keygen,1213213,7585,2012,348192,346636,22348
s2,ML-KEM-512,55,encaps,1425655,8914,2506,348192,346636,22348
s2,ML-KEM-512,55,decaps,1722516,10767,3087,348192,346636,22348
s2,ML-KEM-512,56,keygen,1211989,7577,1988,348192,346636,22348
s2,ML-KEM-512,56,encaps,1429107,8936,2511,348192,346636,22348
s2,ML-KEM-512,56,decaps,1717924,10738,3081,348192,346636,22348
s2,ML-KEM-512,57,keygen,1212745,7582,2003,348192,346636,22348
s2,ML-KEM-512,57,encaps,1426603,8921,2521,348192,346636,22348
s2,ML-KEM-512,57,decaps,1722130,10764,3042,348192,346636,22348
s2,ML-KEM-512,58,keygen,1212283,7578,2077,348192,346636,22348
s2,ML-KEM-512,58,encaps,1427533,8926,2502,348192,346636,22348
s2,ML-KEM-512,58,decaps,1719838,10750,2998,348192,346636,22348
s2,ML-KEM-512,59,keygen,1211915,7577,2063,348192,346636,22348
s2,ML-KEM-512,59,encaps,1424823,8909,2477,348192,346636,22348
s2,ML-KEM-512,59,decaps,1723876,10776,2974,348192,346636,22348
s2,ML-KEM-512,60,keygen,1231901,7701,2053,348192,346636,22348
s2,ML-KEM-512,60,encaps,1451746,9078,2729,348192,346636,22348
s2,ML-KEM-512,60,decaps,1746868,10919,3269,348192,346636,22348
s2,ML-KEM-512,61,keygen,1211327,7573,2034,348192,346636,22348
s2,ML-KEM-512,61,encaps,1426128,8918,2397,348192,346636,22348
s2,ML-KEM-512,61,decaps,1726302,10790,3151,348192,346636,22348
s2,ML-KEM-512,62,keygen,1209261,7559,2019,348192,346636,22348
s2,ML-KEM-512,62,encaps,1428134,8930,2399,348192,346636,22348
