scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-768,49,encaps,2349708,14687,4392,346688,346476,17436
s2,ML-KEM-768,49,decaps,2773724,17337,4779,346688,346476,17436
s2,ML-KEM-768,50,keygen,1989970,12440,3748,346688,346476,17436
s2,ML-KEM-768,50,encaps,2348270,14678,4270,346688,346476,17436
s2,ML-KEM-768,50,decaps,2777151,17358,4885,346688,346476,17436
s2,ML-KEM-768,51,keygen,1991183,12447,3632,346688,346476,17436
s2,ML-KEM-768,51,encaps,2348685,14681,4306,346688,346476,17436
s2,ML-KEM-768,51,decaps,2776322,17353,5032,346688,346476,17436
s2,ML-KEM-768,52,keygen,1989651,12438,3732,346688,346476,17436
s2,ML-KEM-768,52,encaps,2347418,14673,4247,346688,346476,17436
s2,ML-KEM-768,52,decaps,2773282,17334,4920,346688,346476,17436
s2,ML-KEM-768,53,keygen,1991319,12448,3285,346688,346476,17436
s2,ML-KEM-768,53,encaps,2350639,14693,4450,346688,346476,17436
s2,ML-KEM-768,53,decaps,2772826,17331,4846,346688,346476,17436
s2,ML-KEM-768,54,keygen,1989893,12439,3774,346688,346476,17436
s2,ML-KEM-768,54,encaps,2348814,14682,4325,346688,346476,17436
s2,ML-KEM-768,54,decaps,2774610,17342,5000,346688,346476,17436
s2,ML-KEM-768,55,keygen,1992297,12454,3590,346688,346476,17436
s2,ML-KEM-768,55,encaps,2348339,14679,4345,346688,346476,17436
s2,ML-KEM-768,55,decaps,2775542,17349,5078,346688,346476,17436
s2,ML-KEM-768,56,keygen,1990745,12444,3707,346688,346476,17436
s2,ML-KEM-768,56,encaps,2348080,14677,4246,346688,346476,17436
s2,ML-KEM-768,56,decaps,2773910,17338,4946,346688,346476,17436
s2,ML-KEM-768,57,keygen,1992359,12455,3182,346688,346476,17436
s2,ML-KEM-768,57,encaps,2350829,14694,4417,346688,346476,17436
s2,ML-KEM-768,57,decaps,2773612,17336,4862,346688,346476,17436
s2,ML-KEM-768,58,keygen,1990917,12445,3634,346688,346476,17436
s2,ML-KEM-768,58,encaps,2347644,14675,4287,346688,346476,17436
s2,ML-KEM-768,58,decaps,2775138,17345,4992,346688,346476,17436
s2,ML-KEM-768,59,keygen,1994463,12468,3218,346688,346476,17436
s2,ML-KEM-768,59,encaps,2348728,14681,4442,346688,346476,17436
s2,ML-KEM-768,59,decaps,2773848,17338,4942,346688,346476,17436
s2,ML-KEM-768,60,keygen,1989681,12438,3654,346688,346476,17436
s2,ML-KEM-768,60,encaps,2348127,14678,4268,346688,346476,17436
s2,ML-KEM-768,60,decaps,2775322,17347,5011,346688,346476,17436
s2,ML-KEM-768,61,keygen,1992615,12456,3510,346688,346476,17436
s2,ML-KEM-768,61,encaps,2349359,14685,4326,346688,346476,17436
s2,ML-KEM-768,61,decaps,2775288,17347,5087,346688,346476,17436
s2,ML-KEM-768,62,keygen,1990871,12445,3669,346688,346476,17436
s2,ML-KEM-768,62,encaps,2348652,14681,4213,346688,346476,17436
s2,ML-KEM-768,62,decaps,2773930,17338,4926,346688,346476,17436
s2,ML-KEM-768,63,keygen,1991837,12451,3207,346688,346476,17436
s2,ML-KEM-768,63,encaps,2350058,14690,4398,346688,346476,17436
s2,ML-KEM-768,63,decaps,2771668,17324,4818,346688,346476,17436
s2,ML-KEM-768,64,keygen,1990123,12440,3662,346688,346476,17436
s2,ML-KEM-768,64,encaps,2347090,14671,4238,346688,346476,17436
s2,ML-KEM-768,64,decaps,2774640,17342,4876,346688,346476,17436
s2,ML-KEM-768,65,keygen,1993827,12463,3547,346688,346476,17436
s2,ML-KEM-768,65,encaps,2350243,14691,4259,346688,346476,17436
s2,ML-KEM-768,65,decaps,2776740,17356,5030,346688,346476,17436
